idnum,uniq_id,cluster,upm,wt,wave,pais,nationality,estratopri,prov,municipio,estratosec,tamano,ur,fecha,q1,q2,a4,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,q10new
643,MEX18_0643,911,96,1,2018,México,Mexicano,Sur,Oaxaca,San Lucas Ojitlán,"Pequeña (menos de 25,000)",Ciudad pequeña,Rural,12/02/2019,Hombre,64,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
1316,MEX18_1316,1272,87,1,2018,México,Mexicano,Sur,Veracruz,Playa Vicente,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Urbano,10/02/2019,Hombre,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
55,MEX18_0055,682,110,1,2018,México,Mexicano,Centro,Estado de México,Tlalnepantla de Baz,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Mujer,62,Seguridad (falta de),Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
1129,MEX18_1129,241,43,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Hombre,52,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,PRD / Partido de la Revolución Democrática,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $7,601 - $9,300"
1125,MEX18_1125,242,43,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,30/01/2019,Hombre,37,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,PAN / Partido Acción Nacional,Mucho,No votaría,Menos de $620
943,MEX18_0943,601,27,1,2018,México,Mexicano,Centro,Estado de México,Ecatepec de Morelos,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,54,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
262,MEX18_0262,141,93,1,2018,México,Mexicano,Sur,Chiapas,San Cristóbal,"Grande (más de 100,000)",Ciudad grande,Urbano,06/03/2019,Mujer,33,Pobreza,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $7,601 - $9,300"
59,MEX18_0059,72,35,1,2018,México,Mexicano,Sur,Campeche,Hopelchén,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,05/03/2019,Hombre,38,Narcotráfico,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,Menos de $620
1098,MEX18_1098,121,4,1,2018,México,Mexicano,Sur,Chiapas,Amatán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,09/03/2019,Mujer,49,Otro,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $2,401 - $2,800"
1074,MEX18_1074,202,32,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Hombre,46,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
1571,MEX18_1571,141,93,1,2018,México,Mexicano,Sur,Chiapas,San Cristóbal,"Grande (más de 100,000)",Ciudad grande,Urbano,06/03/2019,Mujer,25,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,801 - $4,300"
288,MEX18_0288,961,88,1,2018,México,Mexicano,Centro,Puebla,Puebla,"Grande (más de 100,000)",Ciudad grande,Urbano,07/02/2019,Mujer,61,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $1,601 - $2,000"
133,MEX18_0133,1211,21,1,2018,México,Mexicano,Sur,Veracruz,Cosoleacaque,"Grande (más de 100,000)",Ciudad mediana,Urbano,23/02/2019,Mujer,24,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,"Entre $6,401 - $7,600"
455,MEX18_0455,131,11,1,2018,México,Mexicano,Sur,Chiapas,Bochil,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Urbano,08/03/2019,Hombre,64,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
351,MEX18_0351,121,4,1,2018,México,Mexicano,Sur,Chiapas,Amatán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,09/03/2019,Hombre,48,Corrupción,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,PRI / Partido Revolucionario Institucional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,601 - $2,000"
885,MEX18_0885,151,118,1,2018,México,Mexicano,Sur,Chiapas,Villa Corzo,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,07/03/2019,Mujer,59,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,No responde
1023,MEX18_1023,1132,14,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,68,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No votaría,No responde
175,MEX18_0175,1141,83,1,2018,México,Mexicano,Sur,Tabasco,Paraíso,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,02/03/2019,Hombre,18,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
668,MEX18_0668,202,32,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,21,Otro,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
1011,MEX18_1011,601,27,1,2018,México,Mexicano,Centro,Estado de México,Ecatepec de Morelos,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Mujer,65,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $2,801 - $3,400"
397,MEX18_0397,972,89,1,2018,México,Mexicano,Centro,Puebla,Puebla,"Grande (más de 100,000)",Ciudad grande,Urbano,06/02/2019,Mujer,18,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
535,MEX18_0535,202,32,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Hombre,24,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $7,601 - $9,300"
1589,MEX18_1589,121,4,1,2018,México,Mexicano,Sur,Chiapas,Amatán,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,08/03/2019,Mujer,58,Pobreza,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,No sabe
548,MEX18_0548,971,89,1,2018,México,Mexicano,Centro,Puebla,Puebla,"Grande (más de 100,000)",Ciudad grande,Urbano,06/02/2019,Mujer,56,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,No sabe,Menos de $620
1348,MEX18_1348,1122,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,61,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
385,MEX18_0385,601,27,1,2018,México,Mexicano,Centro,Estado de México,Ecatepec de Morelos,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Mujer,39,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
1584,MEX18_1584,1012,80,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Rural,04/03/2019,Hombre,63,"Inflación, altos precios",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,Ningún ingreso
309,MEX18_0309,1002,79,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Urbano,04/03/2019,Hombre,34,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $9,301 - $13,000"
730,MEX18_0730,1142,83,1,2018,México,Mexicano,Sur,Tabasco,Paraíso,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,02/03/2019,Mujer,38,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $5,401 - $6,400"
648,MEX18_0648,1141,83,1,2018,México,Mexicano,Sur,Tabasco,Paraíso,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,02/03/2019,Mujer,34,Desempleo/falta de empleo,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,301 - $4,800"
785,MEX18_0785,1002,79,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Urbano,04/03/2019,Hombre,29,Pobreza,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,No sabe,"Entre $3,801 - $4,300"
854,MEX18_0854,1181,40,1,2018,México,Mexicano,Centro,Tlaxcala,Ixtenco,"Pequeña (menos de 25,000)",Ciudad pequeña,Urbano,05/02/2019,Mujer,28,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
1343,MEX18_1343,252,44,1,2018,México,Mexicano,Centro,Distrito Federal,Iztapalapa,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,31/01/2019,Hombre,50,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
971,MEX18_0971,151,118,1,2018,México,Mexicano,Sur,Chiapas,Villa Corzo,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,07/03/2019,Hombre,50,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Poco,No sabe,"Entre $2,401 - $2,800"
844,MEX18_0844,1231,37,1,2018,México,Mexicano,Sur,Veracruz,Hueyapan de Ocampo,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,22/02/2019,Mujer,26,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $3,401 - $3,800"
1294,MEX18_1294,72,35,1,2018,México,Mexicano,Sur,Campeche,Hopelchén,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,05/03/2019,Hombre,23,No sabe,No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $620 - $1,200"
1396,MEX18_1396,1201,19,1,2018,México,Mexicano,Sur,Veracruz,Coatzacoalcos,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,32,"Economía, problemas con, crisis de",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $7,601 - $9,300"
303,MEX18_0303,1131,14,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Mujer,21,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $3,801 - $4,300"
1371,MEX18_1371,1121,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Hombre,29,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
947,MEX18_0947,1282,56,1,2018,México,Mexicano,Sur,Yucatán,Mérida,"Grande (más de 100,000)",Ciudad grande,Urbano,03/03/2019,Mujer,22,"Educación, falta de, mala calidad",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,001 - $2,400"
926,MEX18_0926,1012,80,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Rural,04/03/2019,Hombre,27,Pobreza,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $2,401 - $2,800"
401,MEX18_0401,942,36,1,2018,México,Mexicano,Centro,Puebla,Huaquechula,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,08/02/2019,Hombre,35,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
395,MEX18_0395,151,118,1,2018,México,Mexicano,Sur,Chiapas,Villa Corzo,"Mediana (entre 25,000 y 100,000)",Ciudad pequeña,Rural,07/03/2019,Hombre,30,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
540,MEX18_0540,211,33,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,58,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $4,801 - $5,400"
1545,MEX18_1545,1201,19,1,2018,México,Mexicano,Sur,Veracruz,Coatzacoalcos,"Grande (más de 100,000)",Ciudad grande,Urbano,24/02/2019,Hombre,72,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $6,401 - $7,600"
822,MEX18_0822,942,36,1,2018,México,Mexicano,Centro,Puebla,Huaquechula,"Mediana (entre 25,000 y 100,000)",Ciudad mediana,Rural,08/02/2019,Hombre,28,Pobreza,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $1,601 - $2,000"
1298,MEX18_1298,1012,80,1,2018,México,Mexicano,Sur,Quintana Roo,Othón P. Blanco,"Grande (más de 100,000)",Ciudad mediana,Rural,04/03/2019,Hombre,30,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,Sí,MORENA / Movimiento Regeneración Nacional,Mucho,Votaría por el candidato o partido del actual presidente/administración,"Entre $3,401 - $3,800"
396,MEX18_0396,211,33,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Hombre,31,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por el candidato o partido del actual presidente/administración,"Más de $13,000"
825,MEX18_0825,602,27,1,2018,México,Mexicano,Centro,Estado de México,Ecatepec de Morelos,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,49,Otro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Nada,Votaría por algún candidato o partido diferente del actual gobierno,"Entre $2,001 - $2,400"
1104,MEX18_1104,1121,13,1,2018,México,Mexicano,Sur,Tabasco,Centro,"Grande (más de 100,000)",Ciudad grande,Urbano,01/03/2019,Mujer,22,"Delincuencia, crimen",Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,No sabe,"Entre $3,401 - $3,800"
1017,MEX18_1017,202,32,1,2018,México,Mexicano,Centro,Distrito Federal,Gustavo A. Madero,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,04/02/2019,Mujer,35,Secuestro,Sí,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Iría a votar pero dejaría la boleta en blanco o la anularía,"Entre $620 - $1,200"
95,MEX18_0095,652,71,1,2018,México,Mexicano,Centro,Estado de México,Nezahualcóyotl,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,01/02/2019,Hombre,21,Seguridad (falta de),No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Algo,Votaría por el candidato o partido del actual presidente/administración,"Entre $620 - $1,200"
488,MEX18_0488,611,39,1,2018,México,Mexicano,Centro,Estado de México,Ixtapaluca,"Grande (más de 100,000)",Capital Nacional (área metropolitana),Urbano,02/02/2019,Mujer,33,Seguridad (falta de),No,Sí,Sí votó,Andrés Manuel López Obrador Morena Juntos Haremos Historia,No,No Aplica,Poco,Votaría por el candidato o partido del actual presidente/administración,"Entre $1,201 - $1,600"
